cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
991,35,Male,Dubai,Silver,Amazon.ae,2024-07-19
992,30,Male,Dubai,Silver,Store,2021-11-27
993,25,Male,Abu Dhabi,Gold,Store,2022-09-02
994,35,Male,Sharjah,Platinum,MobileApp,2023-01-14
995,40,Female,Dubai,Silver,Website,2022-07-23
996,20,Male,Dubai,Silver,Store,2025-08-12
997,35,Male,Sharjah,Silver,Store,2022-01-24
998,20,Male,Dubai,Silver,Store,2023-08-29
999,40,Female,Sharjah,Silver,Store,2023-01-17
1000,35,Female,Dubai,Silver,Website,2021-05-17
1001,55,Female,Sharjah,Silver,Website,2024-10-16
1002,18,Female,Dubai,Gold,MobileApp,2021-10-09
1003,18,Male,Sharjah,Gold,MobileApp,2024-05-10
1004,25,Female,Dubai,Silver,Store,2023-10-16
1005,25,Male,Abu Dhabi,Gold,MobileApp,2023-01-14
1006,20,Male,Dubai,Gold,Store,2022-06-15
1007,50,Female,Dubai,Gold,Website,2021-01-16
1008,20,Female,Abu Dhabi,Silver,MobileApp,2023-10-02
1009,25,Male,Abu Dhabi,Gold,Website,2022-07-22
1010,40,Male,Sharjah,Gold,Website,2024-02-12
1011,25,Male,Dubai,Silver,Website,2023-12-28
1012,40,Male,Sharjah,Silver,Amazon.ae,2025-06-02
1013,18,Male,Dubai,Platinum,Website,2021-01-30
1014,30,Male,Sharjah,Gold,MobileApp,2025-03-23
1015,18,Male,Sharjah,Platinum,Noon,2022-10-26
1016,18,Female,Dubai,Gold,MobileApp,2023-09-26
1017,50,Male,Sharjah,Gold,Website,2023-05-25
1018,20,Male,Sharjah,Silver,Store,2021-01-22
1019,30,Male,Dubai,Silver,Store,2024-12-25
1020,25,Female,Abu Dhabi,Platinum,Website,2023-11-20
1021,25,Male,Dubai,Silver,MobileApp,2023-08-14
1022,45,Male,Sharjah,Silver,Store,2025-08-30
1023,18,Male,Dubai,Gold,Noon,2022-10-22
1024,35,Female,Dubai,Gold,Store,2024-12-04
1025,55,Female,Dubai,Silver,MobileApp,2023-12-09
1026,30,Female,Abu Dhabi,Silver,Store,2021-11-21
1027,50,Female,Sharjah,Silver,Website,2025-02-20
1028,18,Female,Sharjah,Silver,MobileApp,2024-08-14
1029,25,Female,Dubai,Gold,Store,2021-06-30
1030,25,Male,Dubai,Silver,Store,2021-05-02
1031,35,Male,Abu Dhabi,Gold,Website,2021-05-04
1032,60,Female,Abu Dhabi,Gold,Website,2025-01-16
1033,25,Male,Dubai,Gold,MobileApp,2021-09-23
1034,35,Male,Dubai,Silver,Noon,2021-01-28
1035,20,Female,Abu Dhabi,Silver,Store,2024-07-06
1036,30,Male,Dubai,Silver,Website,2021-03-18
1037,30,Female,Abu Dhabi,Silver,Website,2022-03-08
1038,55,Female,Abu Dhabi,Gold,Noon,2023-05-29
1039,35,Male,Sharjah,Silver,Amazon.ae,2025-09-26
1040,25,Female,Abu Dhabi,Gold,MobileApp,2023-06-13
1041,20,Male,Dubai,Silver,Website,2023-11-25
1042,20,Male,Sharjah,Silver,Store,2022-03-12
1043,20,Male,Abu Dhabi,Platinum,Store,2024-02-12
1044,25,Female,Dubai,Silver,Website,2023-12-22
1045,45,Female,Abu Dhabi,Silver,MobileApp,2021-02-21
1046,30,Male,Dubai,Silver,Website,2021-04-26
1047,30,Female,Sharjah,Silver,MobileApp,2021-02-16
1048,20,Male,Dubai,Gold,Store,2022-03-14
1049,45,Female,Abu Dhabi,Silver,MobileApp,2024-12-06
1050,35,Male,Dubai,Silver,Store,2021-04-11
1051,18,Female,Dubai,Silver,Store,2024-07-26
1052,35,Male,Sharjah,Platinum,Store,2021-04-17
1053,30,Male,Sharjah,Silver,Amazon.ae,2023-09-10
1054,18,Male,Dubai,Silver,Store,2023-11-25
1055,30,Female,Dubai,Silver,MobileApp,2023-09-28
1056,30,Male,Dubai,Silver,Store,2021-12-25
1057,20,Female,Abu Dhabi,Silver,Website,2023-06-06
1058,50,Male,Abu Dhabi,Silver,Amazon.ae,2023-03-11
1059,40,Male,Abu Dhabi,Silver,Website,2023-10-23
1060,35,Male,Abu Dhabi,Silver,Store,2025-02-24
1061,30,Female,Sharjah,Silver,Store,2024-07-19
1062,25,Male,Dubai,Platinum,Amazon.ae,2024-03-13
1063,35,Female,Dubai,Gold,Store,2022-03-11
1064,30,Female,Abu Dhabi,Silver,Website,2025-01-14
1065,18,Female,Sharjah,Silver,Website,2022-08-27
1066,30,Male,Abu Dhabi,Gold,Store,2025-10-23
1067,40,Female,Abu Dhabi,Gold,Store,2022-07-20
1068,30,Female,Abu Dhabi,Silver,Website,2023-07-05
1069,18,Male,Sharjah,Gold,MobileApp,2021-08-16
1070,40,Female,Dubai,Silver,Store,2022-06-29
1071,20,Male,Dubai,Silver,MobileApp,2024-05-22
1072,25,Male,Sharjah,Platinum,Amazon.ae,2022-10-10
1073,20,Male,Sharjah,Gold,Amazon.ae,2021-09-05
1074,25,Male,Dubai,Gold,Store,2024-12-02
1075,40,Male,Dubai,Silver,Store,2023-12-13
1076,30,Male,Dubai,Silver,Amazon.ae,2025-05-19
1077,20,Female,Dubai,Gold,Store,2021-11-10
1078,45,Male,Sharjah,Silver,Store,2024-10-29
1079,45,Male,Dubai,Silver,Amazon.ae,2021-02-06
1080,45,Male,Sharjah,Silver,Store,2022-12-25
1081,20,Female,Dubai,Silver,Store,2025-03-28
1082,30,Female,Abu Dhabi,Silver,Store,2023-09-07
1083,60,Female,Dubai,Gold,MobileApp,2021-03-25
1084,40,Female,Abu Dhabi,Platinum,Store,2023-06-19
1085,18,Male,Abu Dhabi,Silver,Amazon.ae,2024-01-23
1086,18,Female,Abu Dhabi,Gold,Website,2024-12-09
1087,30,Male,Dubai,Silver,Website,2024-09-27
1088,50,Male,Dubai,Platinum,Store,2022-12-20
1089,30,Female,Dubai,Silver,Store,2022-07-04
1090,30,Male,Dubai,Gold,Website,2024-12-15
1091,20,Female,Abu Dhabi,Gold,Store,2024-10-03
1092,35,Female,Abu Dhabi,Silver,Amazon.ae,2022-12-16
1093,40,Male,Abu Dhabi,Silver,Website,2022-08-10
1094,25,Male,Abu Dhabi,Platinum,Website,2024-02-26
1095,40,Male,Dubai,Silver,Store,2021-06-01
1096,55,Female,Dubai,Gold,MobileApp,2025-03-26
1097,20,Female,Dubai,Platinum,Store,2023-11-28
1098,30,Male,Sharjah,Silver,Store,2024-12-21
1099,25,Male,Abu Dhabi,Gold,Amazon.ae,2024-02-03
1100,40,Female,Dubai,Platinum,Website,2021-06-14
1101,30,Female,Dubai,Gold,Website,2023-07-27
1102,35,Male,Sharjah,Silver,Website,2025-04-17
1103,40,Male,Abu Dhabi,Silver,MobileApp,2021-07-31
1104,25,Female,Abu Dhabi,Silver,Store,2022-06-10
1105,50,Male,Dubai,Gold,Store,2023-01-12
1106,30,Male,Dubai,Gold,MobileApp,2021-05-12
1107,20,Female,Sharjah,Gold,Store,2024-03-21
1108,35,Female,Abu Dhabi,Silver,MobileApp,2021-04-06
1109,40,Male,Dubai,Silver,Store,2025-03-07
1110,25,Male,Sharjah,Gold,Store,2023-10-10
1111,45,Male,Abu Dhabi,Gold,Store,2022-06-06
1112,50,Male,Dubai,Platinum,Website,2022-01-09
1113,25,Female,Dubai,Gold,Website,2023-11-06
1114,60,Male,Dubai,Gold,Store,2025-08-30
1115,20,Female,Dubai,Gold,Store,2022-08-31
1116,20,Female,Abu Dhabi,Gold,Amazon.ae,2021-01-18
1117,20,Male,Dubai,Silver,Store,2024-12-03
1118,45,Male,Sharjah,Platinum,MobileApp,2023-10-28
1119,35,Male,Sharjah,Gold,Amazon.ae,2025-09-16
1120,20,Female,Dubai,Silver,Noon,2024-06-22
1121,25,Female,Dubai,Silver,Amazon.ae,2023-09-05
1122,35,Male,Sharjah,Silver,Store,2023-05-29
1123,18,Female,Abu Dhabi,Silver,Noon,2022-08-17
1124,45,Female,Abu Dhabi,Silver,MobileApp,2022-10-05
1125,40,Female,Dubai,Silver,MobileApp,2021-05-09
1126,30,Male,Dubai,Silver,Store,2023-03-12
1127,55,Male,Abu Dhabi,Silver,Noon,2022-03-31
1128,25,Female,Sharjah,Gold,MobileApp,2025-05-29
1129,60,Male,Dubai,Silver,MobileApp,2023-05-26
1130,35,Male,Sharjah,Silver,Store,2022-07-25
1131,35,Male,Dubai,Silver,Store,2024-01-01
1132,20,Male,Sharjah,Silver,Noon,2023-10-11
1133,45,Male,Abu Dhabi,Silver,Website,2024-03-29
1134,25,Female,Dubai,Gold,Store,2024-01-16
1135,20,Male,Abu Dhabi,Gold,MobileApp,2022-02-05
1136,18,Male,Dubai,Silver,Store,2022-04-07
1137,30,Female,Dubai,Gold,Store,2025-04-02
1138,30,Male,Dubai,Silver,Store,2021-03-30
1139,35,Male,Dubai,Platinum,Store,2025-08-12
1140,45,Female,Dubai,Platinum,Store,2023-04-03
1141,18,Female,Abu Dhabi,Silver,Store,2021-01-06
1142,35,Female,Abu Dhabi,Gold,Store,2025-06-08
1143,20,Female,Dubai,Gold,Website,2023-08-03
1144,45,Male,Sharjah,Gold,Amazon.ae,2021-03-25
1145,40,Female,Abu Dhabi,Gold,Website,2024-06-27
1146,30,Male,Sharjah,Platinum,Store,2025-08-17
1147,35,Female,Abu Dhabi,Silver,Store,2024-12-10
1148,25,Male,Dubai,Gold,MobileApp,2024-01-01
1149,30,Female,Dubai,Gold,Noon,2022-09-13
1150,40,Female,Abu Dhabi,Gold,Store,2024-02-10
1151,30,Female,Dubai,Gold,Store,2021-06-21
1152,25,Male,Dubai,Silver,Website,2022-11-30
1153,30,Male,Dubai,Silver,MobileApp,2021-09-30
1154,40,Female,Dubai,Silver,Website,2022-06-14
1155,25,Female,Dubai,Silver,Website,2025-08-31
1156,20,Male,Dubai,Silver,MobileApp,2021-11-15
1157,35,Female,Dubai,Platinum,Noon,2024-01-11
1158,40,Female,Abu Dhabi,Gold,Store,2024-01-04
1159,20,Male,Abu Dhabi,Gold,Noon,2022-03-05
1160,20,Female,Dubai,Silver,Store,2025-01-23
1161,20,Male,Dubai,Gold,MobileApp,2023-04-27
1162,25,Male,Dubai,Gold,Website,2024-10-01
1163,30,Male,Dubai,Gold,Website,2021-09-06
1164,35,Female,Dubai,Silver,Website,2025-07-25
1165,35,Female,Dubai,Silver,Store,2022-01-22
1166,35,Male,Abu Dhabi,Gold,Store,2025-10-03
1167,25,Female,Abu Dhabi,Silver,Website,2021-12-29
1168,40,Female,Dubai,Platinum,Website,2024-08-12
1169,30,Female,Dubai,Gold,Store,2021-03-09
1170,55,Male,Abu Dhabi,Platinum,Amazon.ae,2022-03-14
1171,35,Female,Sharjah,Gold,Store,2023-10-13
1172,20,Male,Abu Dhabi,Platinum,Store,2025-04-05
1173,35,Male,Abu Dhabi,Gold,Store,2025-06-17
1174,25,Male,Dubai,Silver,Website,2024-03-02
1175,35,Male,Dubai,Silver,Store,2024-08-11
1176,18,Female,Sharjah,Silver,Website,2021-10-23
1177,20,Male,Dubai,Silver,Store,2022-10-09
1178,45,Female,Sharjah,Silver,Store,2021-02-02
1179,20,Male,Abu Dhabi,Silver,MobileApp,2024-10-29
1180,40,Male,Abu Dhabi,Gold,Website,2021-02-01
1181,25,Female,Dubai,Silver,Store,2022-07-09
1182,35,Female,Abu Dhabi,Silver,Store,2021-11-01
1183,35,Male,Dubai,Gold,Amazon.ae,2023-03-04
1184,30,Male,Dubai,Gold,Store,2024-02-06
1185,25,Male,Dubai,Platinum,Amazon.ae,2021-04-06
1186,20,Male,Sharjah,Gold,Website,2023-12-26
1187,18,Female,Abu Dhabi,Silver,Store,2022-06-05
1188,25,Female,Dubai,Silver,MobileApp,2021-08-18
1189,35,Male,Dubai,Silver,Amazon.ae,2023-01-03
1190,50,Female,Abu Dhabi,Silver,Store,2021-12-24
1191,45,Female,Abu Dhabi,Silver,Store,2022-02-06
1192,40,Male,Abu Dhabi,Platinum,Store,2023-03-01
1193,40,Male,Abu Dhabi,Silver,Amazon.ae,2021-04-09
1194,35,Female,Dubai,Silver,Website,2021-09-28
1195,25,Female,Abu Dhabi,Silver,Store,2021-12-28
1196,50,Male,Dubai,Gold,Store,2024-04-02
1197,35,Male,Sharjah,Silver,Store,2022-06-12
1198,30,Male,Abu Dhabi,Silver,Store,2024-04-07
1199,20,Female,Dubai,Silver,Store,2023-11-11
1200,25,Male,Dubai,Silver,Website,2022-06-24
1201,30,Male,Sharjah,Silver,Store,2022-08-18
1202,45,Female,Dubai,Silver,Store,2023-04-13
1203,30,Female,Dubai,Silver,Website,2022-02-01
1204,25,Female,Abu Dhabi,Gold,Store,2023-11-26
1205,55,Male,Dubai,Silver,Store,2022-05-10
1206,20,Male,Abu Dhabi,Gold,Store,2021-11-10
1207,25,Male,Dubai,Silver,Store,2022-05-05
1208,18,Male,Abu Dhabi,Silver,MobileApp,2024-07-23
1209,35,Female,Dubai,Silver,Website,2021-08-21
1210,50,Male,Dubai,Silver,Store,2025-06-28
1211,25,Male,Sharjah,Silver,Store,2024-12-30
1212,45,Male,Abu Dhabi,Silver,Store,2023-10-27
1213,25,Male,Dubai,Gold,Website,2025-04-08
1214,50,Female,Dubai,Gold,Website,2025-09-02
1215,40,Male,Abu Dhabi,Gold,Website,2022-10-26
1216,40,Male,Abu Dhabi,Silver,Store,2021-09-01
1217,18,Male,Sharjah,Gold,Store,2021-08-29
1218,55,Male,Sharjah,Silver,MobileApp,2022-07-12
1219,35,Male,Abu Dhabi,Gold,Amazon.ae,2024-07-20
1220,25,Female,Dubai,Silver,Amazon.ae,2021-03-16
1221,40,Female,Dubai,Silver,Store,2021-10-10
1222,25,Female,Abu Dhabi,Gold,MobileApp,2025-09-28
1223,45,Female,Dubai,Gold,MobileApp,2025-04-08
1224,20,Female,Dubai,Silver,Amazon.ae,2021-03-28
1225,35,Female,Dubai,Silver,Store,2023-05-31
1226,30,Male,Dubai,Silver,MobileApp,2025-07-15
1227,18,Male,Dubai,Platinum,Store,2023-07-19
1228,20,Male,Dubai,Silver,Website,2024-03-18
1229,18,Female,Abu Dhabi,Platinum,Store,2024-03-19
1230,30,Female,Dubai,Silver,MobileApp,2025-05-20
1231,25,Female,Dubai,Silver,Amazon.ae,2021-06-09
1232,30,Male,Dubai,Gold,Store,2022-03-22
1233,25,Female,Abu Dhabi,Silver,Website,2021-03-23
1234,25,Male,Dubai,Silver,Store,2023-10-28
1235,35,Male,Abu Dhabi,Silver,Store,2021-07-01
1236,18,Male,Sharjah,Gold,Store,2023-05-20
1237,50,Male,Dubai,Gold,Store,2023-08-24
1238,45,Male,Dubai,Gold,Amazon.ae,2025-03-30
1239,35,Male,Dubai,Gold,Store,2022-04-23
1240,30,Male,Sharjah,Gold,Website,2021-07-02
1241,45,Female,Abu Dhabi,Silver,Amazon.ae,2024-08-30
1242,20,Female,Sharjah,Silver,Amazon.ae,2025-04-29
1243,18,Female,Dubai,Gold,MobileApp,2021-06-23
1244,20,Male,Sharjah,Platinum,Store,2021-01-14
1245,40,Female,Dubai,Silver,MobileApp,2024-08-16
1246,18,Female,Dubai,Silver,Store,2021-03-14
1247,30,Male,Sharjah,Silver,Amazon.ae,2025-10-25
1248,60,Male,Sharjah,Silver,MobileApp,2022-05-29
1249,45,Male,Dubai,Silver,MobileApp,2025-10-12
1250,30,Male,Dubai,Gold,Store,2022-08-25
1251,18,Female,Dubai,Silver,Website,2021-12-09
1252,40,Female,Dubai,Gold,MobileApp,2024-11-20
1253,30,Male,Dubai,Gold,Amazon.ae,2021-11-29
1254,20,Female,Sharjah,Platinum,Store,2021-12-21
1255,18,Female,Abu Dhabi,Silver,Amazon.ae,2025-05-02
1256,50,Female,Abu Dhabi,Silver,Store,2023-04-27
1257,35,Male,Abu Dhabi,Silver,Website,2021-06-12
1258,40,Female,Abu Dhabi,Silver,Website,2021-04-26
1259,45,Male,Abu Dhabi,Silver,Store,2024-11-27
1260,30,Female,Abu Dhabi,Gold,Store,2024-01-08
1261,30,Male,Dubai,Silver,MobileApp,2025-01-10
1262,25,Male,Abu Dhabi,Platinum,Store,2023-10-29
1263,25,Female,Abu Dhabi,Gold,Store,2023-11-13
1264,25,Male,Sharjah,Gold,MobileApp,2023-03-02
1265,40,Male,Sharjah,Gold,MobileApp,2022-06-27
1266,35,Male,Dubai,Silver,Website,2022-02-18
1267,45,Female,Abu Dhabi,Gold,Store,2022-11-13
1268,25,Male,Dubai,Silver,Store,2022-10-04
1269,35,Female,Abu Dhabi,Gold,MobileApp,2024-12-03
1270,35,Male,Dubai,Silver,Website,2022-10-31
1271,30,Male,Dubai,Silver,Website,2021-01-22
1272,35,Male,Dubai,Silver,MobileApp,2025-07-20
1273,20,Male,Abu Dhabi,Silver,Store,2024-11-27
1274,30,Male,Dubai,Silver,Store,2023-08-27
1275,20,Male,Sharjah,Silver,Amazon.ae,2025-09-01
1276,25,Female,Dubai,Gold,Website,2025-08-29
1277,30,Female,Sharjah,Silver,Website,2024-03-26
1278,35,Male,Abu Dhabi,Silver,Amazon.ae,2021-11-26
1279,55,Male,Dubai,Silver,Amazon.ae,2023-11-12
1280,35,Female,Dubai,Silver,Website,2025-02-04
1281,35,Male,Abu Dhabi,Silver,Store,2024-07-11
1282,30,Male,Abu Dhabi,Gold,Noon,2024-08-19
1283,35,Female,Abu Dhabi,Silver,Website,2023-06-21
1284,18,Female,Dubai,Silver,Store,2022-12-25
1285,25,Female,Dubai,Silver,Website,2025-01-28
1286,25,Male,Sharjah,Silver,Store,2024-04-02
1287,30,Male,Dubai,Silver,Amazon.ae,2024-03-05
1288,18,Female,Dubai,Gold,Website,2021-09-09
1289,20,Male,Dubai,Silver,MobileApp,2021-07-24
1290,25,Male,Abu Dhabi,Silver,MobileApp,2024-08-18
1291,55,Male,Abu Dhabi,Gold,MobileApp,2024-06-19
1292,25,Male,Dubai,Silver,MobileApp,2023-04-12
1293,30,Female,Dubai,Gold,Amazon.ae,2023-03-02
1294,20,Female,Dubai,Silver,Store,2023-12-21
1295,35,Female,Dubai,Silver,Store,2022-04-10
1296,25,Male,Dubai,Gold,MobileApp,2024-08-18
1297,20,Male,Sharjah,Silver,Website,2025-02-04
1298,30,Male,Dubai,Gold,Store,2022-01-29
1299,18,Male,Dubai,Silver,Store,2025-06-19
1300,18,Female,Sharjah,Gold,Store,2023-10-18
1301,20,Male,Dubai,Gold,MobileApp,2022-10-22
1302,18,Male,Abu Dhabi,Gold,MobileApp,2023-07-01
1303,20,Male,Dubai,Gold,Store,2024-07-06
1304,25,Female,Dubai,Gold,MobileApp,2025-04-15
1305,40,Male,Sharjah,Silver,Store,2022-06-14
1306,30,Male,Abu Dhabi,Silver,MobileApp,2024-04-25
1307,30,Male,Dubai,Silver,Website,2024-05-20
1308,25,Female,Abu Dhabi,Silver,MobileApp,2023-11-25
1309,50,Male,Sharjah,Gold,Store,2024-03-16
1310,25,Female,Dubai,Silver,Store,2024-07-29
1311,18,Female,Abu Dhabi,Silver,MobileApp,2025-04-20
1312,35,Male,Sharjah,Gold,Store,2025-05-31
1313,20,Female,Dubai,Silver,Noon,2025-05-27
1314,25,Male,Abu Dhabi,Silver,Website,2024-06-26
1315,30,Female,Abu Dhabi,Silver,Store,2021-02-26
1316,45,Male,Abu Dhabi,Silver,Website,2024-08-21
1317,30,Male,Dubai,Gold,Store,2022-06-06
1318,35,Male,Dubai,Silver,Website,2025-10-15
1319,60,Male,Abu Dhabi,Silver,Noon,2021-12-27
1320,20,Female,Dubai,Gold,Store,2024-06-14
1321,25,Male,Dubai,Silver,MobileApp,2021-08-22
1322,25,Female,Dubai,Gold,Store,2021-08-11
1323,25,Male,Dubai,Gold,Website,2025-06-28
1324,25,Female,Sharjah,Silver,Store,2021-11-23
1325,50,Male,Dubai,Silver,Website,2024-01-27
1326,35,Male,Sharjah,Silver,Noon,2024-06-03
1327,35,Male,Dubai,Gold,Store,2025-10-24
1328,25,Female,Abu Dhabi,Silver,Website,2023-04-16
1329,40,Male,Dubai,Silver,Website,2022-05-04
1330,55,Male,Abu Dhabi,Gold,Website,2022-04-23
1331,40,Male,Abu Dhabi,Silver,Website,2023-09-12
1332,18,Female,Dubai,Silver,Website,2024-09-19
1333,35,Male,Sharjah,Gold,Store,2023-03-03
1334,18,Female,Dubai,Silver,Amazon.ae,2025-04-28
1335,25,Male,Abu Dhabi,Gold,MobileApp,2022-05-27
1336,18,Female,Sharjah,Gold,Store,2023-10-10
1337,35,Female,Sharjah,Silver,Store,2022-01-17
1338,35,Male,Sharjah,Platinum,MobileApp,2024-12-17
1339,20,Male,Dubai,Silver,Noon,2024-10-03
1340,25,Male,Dubai,Platinum,Noon,2024-03-22
1341,30,Male,Dubai,Silver,Amazon.ae,2022-03-28
1342,25,Male,Abu Dhabi,Silver,Store,2024-08-06
1343,20,Female,Abu Dhabi,Silver,Amazon.ae,2025-10-26
1344,25,Male,Dubai,Silver,Amazon.ae,2024-02-17
1345,40,Female,Abu Dhabi,Gold,Store,2021-08-02
1346,18,Male,Dubai,Gold,Store,2022-07-19
1347,18,Female,Dubai,Gold,Website,2023-01-02
1348,25,Male,Abu Dhabi,Silver,Website,2022-03-15
1349,50,Male,Dubai,Silver,Store,2023-01-25
1350,35,Male,Sharjah,Gold,Store,2025-05-08
1351,35,Male,Dubai,Silver,Store,2022-09-21
1352,25,Male,Abu Dhabi,Gold,Store,2023-06-22
1353,30,Female,Dubai,Gold,Store,2025-01-10
1354,18,Female,Dubai,Silver,MobileApp,2023-12-02
1355,35,Male,Abu Dhabi,Gold,Store,2022-01-30
1356,50,Male,Sharjah,Gold,Amazon.ae,2021-09-04
1357,35,Male,Dubai,Gold,Amazon.ae,2023-06-24
1358,45,Male,Dubai,Silver,Amazon.ae,2024-08-07
1359,35,Male,Abu Dhabi,Silver,MobileApp,2021-09-05
1360,20,Female,Dubai,Silver,Store,2025-06-25
1361,50,Female,Sharjah,Silver,Store,2022-08-22
1362,18,Female,Abu Dhabi,Silver,Store,2023-05-15
1363,30,Male,Dubai,Gold,Noon,2025-01-12
1364,20,Female,Dubai,Gold,Store,2021-03-25
1365,18,Female,Abu Dhabi,Silver,Website,2023-02-12
1366,25,Male,Dubai,Silver,MobileApp,2024-05-29
1367,25,Male,Abu Dhabi,Platinum,Amazon.ae,2025-08-17
1368,30,Female,Dubai,Silver,MobileApp,2021-02-20
1369,30,Male,Abu Dhabi,Gold,Website,2022-07-04
1370,18,Male,Dubai,Platinum,Website,2023-02-10
1371,20,Male,Sharjah,Gold,Website,2023-09-08
1372,30,Female,Dubai,Platinum,Store,2024-04-25
1373,25,Male,Dubai,Gold,Amazon.ae,2025-03-29
1374,35,Female,Sharjah,Silver,Website,2024-05-31
1375,35,Female,Dubai,Silver,Store,2022-04-10
1376,40,Female,Dubai,Silver,Amazon.ae,2022-02-23
1377,35,Male,Dubai,Silver,Website,2021-03-28
1378,25,Female,Dubai,Gold,Amazon.ae,2021-09-16
1379,35,Male,Sharjah,Silver,Amazon.ae,2024-04-19
1380,25,Male,Abu Dhabi,Gold,MobileApp,2021-11-07
1381,25,Male,Dubai,Silver,Store,2021-06-22
1382,40,Male,Abu Dhabi,Silver,Store,2024-09-07
1383,25,Female,Abu Dhabi,Platinum,Amazon.ae,2025-09-27
1384,40,Male,Sharjah,Silver,Amazon.ae,2024-09-25
1385,40,Male,Dubai,Gold,Website,2025-02-28
1386,45,Male,Abu Dhabi,Gold,Store,2024-06-22
1387,50,Female,Abu Dhabi,Silver,Store,2023-07-29
1388,25,Female,Dubai,Silver,Noon,2022-05-20
1389,25,Female,Dubai,Silver,Store,2021-11-25
1390,30,Male,Dubai,Gold,Store,2021-07-15
1391,25,Male,Abu Dhabi,Gold,Website,2021-03-03
1392,35,Female,Dubai,Silver,Store,2023-11-15
1393,35,Male,Sharjah,Gold,Amazon.ae,2025-05-07
1394,35,Male,Dubai,Silver,Store,2022-07-16
1395,25,Female,Abu Dhabi,Gold,Store,2024-11-02
1396,20,Male,Sharjah,Gold,Website,2023-06-16
1397,25,Female,Abu Dhabi,Gold,Website,2024-08-11
1398,20,Male,Sharjah,Gold,Store,2023-12-12
1399,45,Male,Sharjah,Silver,Website,2023-04-24
1400,25,Male,Dubai,Platinum,Store,2021-02-09
1401,20,Male,Abu Dhabi,Silver,Amazon.ae,2025-05-15
1402,18,Female,Dubai,Gold,Store,2022-12-29
1403,35,Female,Abu Dhabi,Silver,Noon,2022-04-02
1404,35,Male,Dubai,Platinum,Website,2023-05-28
1405,25,Male,Abu Dhabi,Gold,Store,2025-09-29
1406,18,Female,Abu Dhabi,Gold,Store,2023-02-27
1407,25,Female,Dubai,Silver,Website,2021-01-02
1408,25,Male,Dubai,Gold,Store,2025-02-01
1409,35,Male,Sharjah,Gold,Store,2024-02-04
1410,35,Male,Dubai,Gold,Store,2021-08-04
1411,25,Female,Dubai,Silver,Website,2023-02-16
1412,20,Female,Dubai,Silver,Website,2022-11-10
1413,60,Male,Sharjah,Silver,Store,2022-02-18
1414,30,Female,Sharjah,Silver,Website,2021-07-29
1415,35,Male,Abu Dhabi,Silver,MobileApp,2023-12-18
1416,20,Male,Sharjah,Silver,Store,2021-02-12
1417,30,Male,Dubai,Silver,Amazon.ae,2021-05-18
1418,18,Female,Sharjah,Silver,Website,2025-07-03
1419,30,Male,Dubai,Silver,Noon,2025-02-21
1420,55,Male,Dubai,Platinum,Store,2025-05-03
1421,25,Male,Dubai,Silver,Noon,2022-09-30
1422,18,Male,Abu Dhabi,Silver,Website,2022-04-14
1423,18,Male,Abu Dhabi,Silver,Website,2022-12-27
1424,25,Female,Dubai,Gold,Website,2025-07-22
1425,20,Male,Sharjah,Platinum,Store,2024-11-13
1426,18,Female,Dubai,Silver,Amazon.ae,2024-05-06
1427,40,Male,Dubai,Silver,Website,2021-07-21
1428,30,Male,Dubai,Platinum,Store,2021-07-11
1429,25,Male,Abu Dhabi,Silver,Store,2021-04-17
1430,50,Male,Sharjah,Silver,Store,2025-09-26
1431,20,Male,Dubai,Silver,Website,2021-11-23
1432,55,Male,Abu Dhabi,Silver,Website,2023-01-20
1433,25,Female,Dubai,Platinum,Website,2022-10-06
1434,45,Female,Abu Dhabi,Silver,Store,2021-12-23
1435,35,Male,Sharjah,Platinum,Website,2022-08-18
1436,40,Male,Dubai,Platinum,Website,2022-05-16
1437,60,Male,Sharjah,Silver,Store,2024-07-31
1438,25,Male,Abu Dhabi,Silver,Store,2022-04-13
1439,55,Male,Dubai,Silver,Store,2022-05-23
1440,25,Female,Sharjah,Silver,Amazon.ae,2025-10-24
1441,25,Male,Dubai,Silver,MobileApp,2021-04-16
1442,25,Male,Dubai,Gold,Noon,2024-08-10
1443,30,Male,Dubai,Silver,Store,2023-12-26
1444,20,Male,Dubai,Platinum,Amazon.ae,2021-07-14
1445,30,Female,Sharjah,Silver,Website,2024-04-26
1446,30,Male,Abu Dhabi,Gold,Website,2021-02-16
1447,40,Male,Sharjah,Gold,Store,2024-10-17
1448,40,Female,Dubai,Silver,MobileApp,2023-10-06
1449,25,Male,Dubai,Silver,Amazon.ae,2022-06-21
1450,25,Female,Dubai,Silver,Store,2025-05-21
1451,25,Female,Abu Dhabi,Silver,Store,2025-02-19
1452,20,Male,Sharjah,Silver,Website,2023-04-27
1453,18,Female,Abu Dhabi,Silver,Noon,2025-05-22
1454,25,Male,Dubai,Silver,MobileApp,2022-12-10
1455,25,Male,Sharjah,Platinum,Store,2024-06-23
1456,55,Male,Abu Dhabi,Silver,Store,2023-03-19
1457,30,Male,Dubai,Silver,Store,2022-09-04
1458,25,Female,Sharjah,Silver,Amazon.ae,2024-04-16
1459,30,Female,Dubai,Silver,MobileApp,2021-04-25
1460,20,Female,Dubai,Silver,Website,2022-11-11
1461,25,Female,Dubai,Platinum,Store,2022-09-23
