datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday_Name,Day,Week,Weekend,M01AB_Lag1,M01AB_MA7
2015-04-21,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2015,4,276,Tuesday,21,17,0,3.0,5.6642857142857155
2015-04-22,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2015,4,276,Wednesday,22,17,0,6.33,5.568571428571429
2015-04-23,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2015,4,276,Thursday,23,17,0,1.33,5.805714285714286
2015-04-24,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2015,4,276,Friday,24,17,0,4.0,5.901428571428572
2015-04-25,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2015,4,276,Saturday,25,17,1,10.0,5.568571428571429
2015-04-26,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2015,4,276,Sunday,26,17,1,5.0,5.2371428571428575
2015-04-27,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,276,Monday,27,18,0,7.0,5.2371428571428575
2015-04-28,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2015,4,276,Tuesday,28,18,0,3.0,4.951428571428571
2015-04-29,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2015,4,276,Wednesday,29,18,0,4.33,5.047142857142857
2015-04-30,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2015,4,276,Thursday,30,18,0,2.0,4.904285714285714
2015-05-01,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2015,5,276,Friday,1,18,0,3.0,4.238571428571428
2015-05-02,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2015,5,276,Saturday,2,18,1,5.34,4.238571428571428
2015-05-03,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2015,5,276,Sunday,3,18,1,5.0,4.191428571428572
2015-05-04,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2015,5,276,Monday,4,19,0,6.67,4.3342857142857145
2015-05-05,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2015,5,276,Tuesday,5,19,0,4.0,4.192857142857143
2015-05-06,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2015,5,276,Wednesday,6,19,0,3.34,4.572857142857143
2015-05-07,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,276,Thursday,7,19,0,4.66,4.43
2015-05-08,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2015,5,276,Friday,8,19,0,2.0,3.81
2015-05-09,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2015,5,276,Saturday,9,19,1,1.0,3.6185714285714283
2015-05-10,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,276,Sunday,10,19,1,3.66,3.142857142857143
2015-05-11,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2015,5,276,Monday,11,20,0,3.34,3.0471428571428567
2015-05-12,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2015,5,276,Tuesday,12,20,0,3.33,3.617142857142857
2015-05-13,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2015,5,276,Wednesday,13,20,0,7.33,4.094285714285713
2015-05-14,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2015,5,276,Thursday,14,20,0,8.0,4.237142857142857
2015-05-15,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2015,5,276,Friday,15,20,0,3.0,4.571428571428571
2015-05-16,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2015,5,276,Saturday,16,20,1,3.34,4.762857142857143
2015-05-17,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2015,5,276,Sunday,17,20,1,5.0,5.0
2015-05-18,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2015,5,276,Monday,18,21,0,5.0,5.524285714285715
2015-05-19,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2015,5,276,Tuesday,19,21,0,7.0,4.905714285714287
2015-05-20,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,276,Wednesday,20,21,0,3.0,4.572857142857144
2015-05-21,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,276,Thursday,21,21,0,5.67,5.001428571428572
2015-05-22,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,276,Friday,22,21,0,6.0,4.952857142857143
2015-05-23,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,276,Saturday,23,21,1,3.0,5.049999999999999
2015-05-24,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,276,Sunday,24,21,1,5.68,5.097142857142857
2015-05-25,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,276,Monday,25,22,0,5.33,5.477142857142857
2015-05-26,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,Tuesday,26,22,0,9.66,6.097142857142857
2015-05-27,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,276,Wednesday,27,22,0,7.34,5.858571428571429
2015-05-28,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,276,Thursday,28,22,0,4.0,5.858571428571429
2015-05-29,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,276,Friday,29,22,0,6.0,6.3342857142857145
2015-05-30,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,276,Saturday,30,22,1,6.33,7.522857142857142
2015-05-31,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,276,Sunday,31,22,1,14.0,7.1899999999999995
2015-06-01,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,276,Monday,1,23,0,3.0,6.475714285714285
2015-06-02,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,276,Tuesday,2,23,0,4.66,6.617142857142857
2015-06-03,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,276,Wednesday,3,23,0,8.33,6.76
2015-06-04,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,276,Thursday,4,23,0,5.0,6.235714285714286
2015-06-05,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,276,Friday,5,23,0,2.33,6.045714285714285
2015-06-06,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,276,Saturday,6,23,1,5.0,4.571428571428571
2015-06-07,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,276,Sunday,7,23,1,3.68,5.048571428571429
2015-06-08,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,276,Monday,8,24,0,6.34,5.24
2015-06-09,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,276,Tuesday,9,24,0,6.0,4.478571428571429
2015-06-10,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,276,Wednesday,10,24,0,3.0,4.384285714285714
2015-06-11,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,276,Thursday,11,24,0,4.34,4.908571428571428
2015-06-12,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,276,Friday,12,24,0,6.0,4.432857142857143
2015-06-13,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,276,Saturday,13,24,1,1.67,4.24
2015-06-14,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,276,Sunday,14,24,1,2.33,4.048571428571429
2015-06-15,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,276,Monday,15,25,0,5.0,3.762857142857143
2015-06-16,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,276,Tuesday,16,25,0,4.0,4.3342857142857145
2015-06-17,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,276,Wednesday,17,25,0,7.0,4.2371428571428575
2015-06-18,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,276,Thursday,18,25,0,3.66,3.8085714285714287
2015-06-19,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,276,Friday,19,25,0,3.0,4.331428571428572
2015-06-20,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,276,Saturday,20,25,1,5.33,5.332857142857143
2015-06-21,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,276,Sunday,21,25,1,9.34,5.952857142857143
2015-06-22,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,276,Monday,22,26,0,9.34,6.12
2015-06-23,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,276,Tuesday,23,26,0,5.17,5.7871428571428565
2015-06-24,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,276,Wednesday,24,26,0,4.67,5.8114285714285705
2015-06-25,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,276,Thursday,25,26,0,3.83,6.2871428571428565
2015-06-26,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,276,Friday,26,26,0,6.33,6.549999999999999
2015-06-27,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,276,Saturday,27,26,1,7.17,6.262857142857143
2015-06-28,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,276,Sunday,28,26,1,7.33,5.691428571428571
2015-06-29,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,276,Monday,29,27,0,5.34,5.764285714285714
2015-06-30,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,276,Tuesday,30,27,0,5.68,5.24
2015-07-01,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,276,Wednesday,1,27,0,1.0,5.954285714285713
2015-07-02,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,276,Thursday,2,27,0,8.83,5.478571428571428
2015-07-03,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,276,Friday,3,27,0,3.0,5.24
2015-07-04,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,276,Saturday,4,27,1,5.5,5.242857142857143
2015-07-05,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,276,Sunday,5,27,1,7.35,5.194285714285714
2015-07-06,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,276,Monday,6,28,0,5.0,5.168571428571428
2015-07-07,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,276,Tuesday,7,28,0,5.5,5.717142857142856
2015-07-08,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,276,Wednesday,8,28,0,4.84,4.741428571428571
2015-07-09,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,276,Thursday,9,28,0,2.0,4.647142857142858
2015-07-10,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,276,Friday,10,28,0,2.34,4.647142857142858
2015-07-11,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,276,Saturday,11,28,1,5.5,4.168571428571428
2015-07-12,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,276,Sunday,12,28,1,4.0,4.3585714285714285
2015-07-13,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,276,Monday,13,29,0,6.33,4.098571428571428
2015-07-14,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,276,Tuesday,14,29,0,3.68,3.455714285714286
2015-07-15,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,276,Wednesday,15,29,0,0.34,4.382857142857143
2015-07-16,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,276,Thursday,16,29,0,8.49,5.24
2015-07-17,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,276,Friday,17,29,0,8.34,4.811428571428571
2015-07-18,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,276,Saturday,18,29,1,2.5,4.765714285714286
2015-07-19,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,276,Sunday,19,29,1,3.68,5.53
2015-07-20,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,276,Monday,20,30,0,11.68,5.838571428571428
2015-07-21,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,276,Tuesday,21,30,0,5.84,6.458571428571427
2015-07-22,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,276,Wednesday,22,30,0,4.68,6.578571428571428
2015-07-23,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,276,Thursday,23,30,0,9.33,5.6014285714285705
2015-07-24,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,276,Friday,24,30,0,1.5,6.1014285714285705
2015-07-25,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,276,Saturday,25,30,1,6.0,6.147142857142858
2015-07-26,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,276,Sunday,26,30,1,4.0,5.192857142857142
2015-07-27,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,276,Monday,27,31,0,5.0,5.4071428571428575
2015-07-28,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,276,Tuesday,28,31,0,7.34,6.764285714285714
2015-07-29,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,276,Wednesday,29,31,0,14.18,6.908571428571428
2015-07-30,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,276,Thursday,30,31,0,10.34,7.122857142857143
2015-07-31,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,276,Friday,31,31,0,3.0,7.051428571428572
2015-08-01,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,276,Saturday,1,31,1,5.5,7.194285714285714
2015-08-02,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,276,Sunday,2,31,1,5.0,7.194285714285714
2015-08-03,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,276,Monday,3,32,0,5.0,6.359999999999999
2015-08-04,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,276,Tuesday,4,32,0,1.5,5.24
2015-08-05,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,276,Wednesday,5,32,0,6.34,4.477142857142857
2015-08-06,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,276,Thursday,6,32,0,5.0,4.8100000000000005
2015-08-07,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,276,Friday,7,32,0,5.33,4.642857142857143
2015-08-08,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,276,Saturday,8,32,1,4.33,4.832857142857143
2015-08-09,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,276,Sunday,9,32,1,6.33,4.832857142857143
2015-08-10,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,276,Monday,10,33,0,5.0,5.142857142857143
2015-08-11,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,276,Tuesday,11,33,0,3.67,5.998571428571429
2015-08-12,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,276,Wednesday,12,33,0,12.33,6.522857142857142
2015-08-13,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,276,Thursday,13,33,0,8.67,6.904285714285714
2015-08-14,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,276,Friday,14,33,0,8.0,6.714285714285714
2015-08-15,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,276,Saturday,15,33,1,3.0,6.2871428571428565
2015-08-16,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,276,Sunday,16,33,1,3.34,5.8585714285714285
2015-08-17,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,276,Monday,17,34,0,2.0,6.477142857142858
2015-08-18,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,276,Tuesday,18,34,0,8.0,5.574285714285714
2015-08-19,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,276,Wednesday,19,34,0,6.01,5.24
2015-08-20,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,276,Thursday,20,34,0,6.33,4.597142857142857
2015-08-21,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,276,Friday,21,34,0,3.5,5.025714285714286
2015-08-22,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,276,Saturday,22,34,1,6.0,4.882857142857143
2015-08-23,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,276,Sunday,23,34,1,2.34,5.881428571428572
2015-08-24,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,276,Monday,24,35,0,8.99,5.952857142857143
2015-08-25,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,276,Tuesday,25,35,0,8.5,5.428571428571429
2015-08-26,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,276,Wednesday,26,35,0,2.34,4.905714285714287
2015-08-27,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,276,Thursday,27,35,0,2.67,5.738571428571428
2015-08-28,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,276,Friday,28,35,0,9.33,5.881428571428572
2015-08-29,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,276,Saturday,29,35,1,7.0,7.095714285714285
2015-08-30,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,276,Sunday,30,35,1,10.84,7.382857142857143
2015-08-31,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,276,Monday,31,36,0,11.0,6.74
2015-09-01,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,276,Tuesday,1,36,0,4.0,7.574285714285714
2015-09-02,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,276,Wednesday,2,36,0,8.18,7.954285714285713
2015-09-03,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,276,Thursday,3,36,0,5.33,6.812857142857142
2015-09-04,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,276,Friday,4,36,0,1.34,6.29
2015-09-05,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,276,Saturday,5,36,1,3.34,6.002857142857144
2015-09-06,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,276,Sunday,6,36,1,8.83,5.621428571428572
2015-09-07,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,276,Monday,7,37,0,8.33,5.67
2015-09-08,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,276,Tuesday,8,37,0,4.34,4.882857142857143
2015-09-09,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,276,Wednesday,9,37,0,2.67,4.4071428571428575
2015-09-10,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,276,Thursday,10,37,0,2.0,5.072857142857143
2015-09-11,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,276,Friday,11,37,0,6.0,6.214285714285714
2015-09-12,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,276,Saturday,12,37,1,11.33,5.618571428571428
2015-09-13,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,276,Sunday,13,37,1,4.66,5.475714285714285
2015-09-14,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,276,Monday,14,38,0,7.33,5.524285714285713
2015-09-15,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,276,Tuesday,15,38,0,4.68,5.618571428571428
2015-09-16,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,276,Wednesday,16,38,0,3.33,5.428571428571429
2015-09-17,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,276,Thursday,17,38,0,0.67,5.975714285714285
2015-09-18,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,276,Friday,18,38,0,9.83,4.8342857142857145
2015-09-19,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,276,Saturday,19,38,1,3.34,5.144285714285714
2015-09-20,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,276,Sunday,20,38,1,6.83,5.524285714285715
2015-09-21,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,276,Monday,21,39,0,9.99,5.1414285714285715
2015-09-22,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,276,Tuesday,22,39,0,2.0,5.664285714285714
2015-09-23,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,276,Wednesday,23,39,0,6.99,6.448571428571428
2015-09-24,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,276,Thursday,24,39,0,6.16,5.471428571428572
2015-09-25,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,276,Friday,25,39,0,2.99,5.684285714285714
2015-09-26,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,276,Saturday,26,39,1,4.83,6.482857142857143
2015-09-27,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,276,Sunday,27,39,1,12.42,5.888571428571429
2015-09-28,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,276,Monday,28,40,0,5.83,5.7457142857142856
2015-09-29,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,276,Tuesday,29,40,0,1.0,5.651428571428572
2015-09-30,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,276,Wednesday,30,40,0,6.33,5.531428571428571
2015-10-01,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,276,Thursday,1,40,0,5.32,6.484285714285714
2015-10-02,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,276,Friday,2,40,0,9.66,6.508571428571429
2015-10-03,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,276,Saturday,3,40,1,5.0,6.211428571428572
2015-10-04,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,276,Sunday,4,40,1,10.34,6.378571428571429
2015-10-05,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,276,Monday,5,41,0,7.0,6.950000000000001
2015-10-06,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,276,Tuesday,6,41,0,5.0,6.858571428571429
2015-10-07,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,276,Wednesday,7,41,0,5.69,7.145714285714285
2015-10-08,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,276,Thursday,8,41,0,7.33,7.025714285714286
2015-10-09,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,276,Friday,9,41,0,8.82,6.597142857142857
2015-10-10,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,276,Saturday,10,41,1,2.0,6.0
2015-10-11,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,276,Sunday,11,41,1,6.16,6.475714285714287
2015-10-12,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,276,Monday,12,42,0,10.33,7.141428571428571
2015-10-13,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,276,Tuesday,13,42,0,9.66,6.8757142857142854
2015-10-14,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,276,Wednesday,14,42,0,3.83,6.494285714285715
2015-10-15,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,276,Thursday,15,42,0,4.66,5.971428571428571
2015-10-16,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,276,Friday,16,42,0,5.16,5.924285714285714
2015-10-17,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,276,Saturday,17,42,1,1.67,6.521428571428572
2015-10-18,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,276,Sunday,18,42,1,10.34,6.094285714285713
2015-10-19,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,276,Monday,19,43,0,7.34,6.428571428571429
2015-10-20,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,276,Tuesday,20,43,0,12.0,6.358571428571429
2015-10-21,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,276,Wednesday,21,43,0,3.34,6.93
2015-10-22,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,276,Thursday,22,43,0,8.66,6.8114285714285705
2015-10-23,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,276,Friday,23,43,0,4.33,7.572857142857144
2015-10-24,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,276,Saturday,24,43,1,7.0,7.501428571428571
2015-10-25,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,276,Sunday,25,43,1,9.84,6.881428571428572
2015-10-26,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,276,Monday,26,44,0,3.0,6.452857142857143
2015-10-27,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,276,Tuesday,27,44,0,9.0,6.594285714285713
2015-10-28,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,276,Wednesday,28,44,0,4.33,5.5
2015-10-29,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,276,Thursday,29,44,0,1.0,5.214285714285714
2015-10-30,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,276,Friday,30,44,0,2.33,4.975714285714285
2015-10-31,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,276,Saturday,31,44,1,5.33,4.378571428571428
2015-11-01,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,276,Sunday,1,44,1,5.66,4.282857142857143
2015-11-02,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,276,Monday,2,45,0,2.33,3.662857142857143
2015-11-03,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,276,Tuesday,3,45,0,4.66,3.235714285714286
2015-11-04,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,276,Wednesday,4,45,0,1.34,4.307142857142857
2015-11-05,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,276,Thursday,5,45,0,8.5,4.5928571428571425
2015-11-06,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,276,Friday,6,45,0,4.33,4.307142857142858
2015-11-07,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,276,Saturday,7,45,1,3.33,4.07
2015-11-08,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,276,Sunday,8,45,1,4.0,4.6414285714285715
